symbol, companyName, marketCap, sector, industry, beta, price, lastAnnualDividend, volume, exchange, exchangeShortName, country, isEtf, isFund, isActivelyTrading
"TWCUX","American Century Ultra Investor Class","25048841411","","","1.22","85.72","0","0","NASDAQ","NASDAQ","null","false","true","true",
"AULDX","American Century Ultra Fund","25048058285","Financial Services","Asset Management","1.22","92.1","0","0","NASDAQ","NASDAQ","US","false","true","true",
"TWUIX","American Century Ultra Fund - I Class","25047059964","Financial Services","Asset Management","1.22","91.1","0","0","NASDAQ","NASDAQ","null","false","true","true",
"TWCCX","American Century Ultra Fund C Class","25044847397","Financial Services","Asset Management","1.21","58.65","0","0","NASDAQ","NASDAQ","US","false","true","true",
"GFLU","GFL Environmental Inc.","24980306392","Industrials","Waste Management","1.378285","70.3","3","1299145","New York Stock Exchange","NYSE","CA","false","false","false",
"KSPI","Joint Stock Company Kaspi.kz","24937393690","Technology","Software - Infrastructure","-0.072","129.91","7.67","198892","Nasdaq","NASDAQ","KZ","false","false","true",
"BBGLX","Bridge Builder Large Cap Growth","24862766498","null","null","1.06","24.96","0.174","0","Nasdaq","NASDAQ","null","false","true","true",
"TME","Tencent Music Entertainment Group","24862009640","Communication Services","Internet Content & Information","0.674","14.43","0.14","8227904","New York Stock Exchange","NYSE","CN","false","false","true",
"VMGIX","Vanguard Mid-Cap Growth Index Fund Investor Shares","24859732935","Financial Services","Asset Management","1.14","89.78","0.29600000000000004","0","NASDAQ","NASDAQ","US","false","true","true",
"IFF","International Flavors & Fragrances Inc.","24809903160","Basic Materials","Chemicals - Specialty","1.273","97.16","1.6","973178","New York Stock Exchange","NYSE","US","false","false","true",
"TW","Tradeweb Markets Inc.","24796159291","Financial Services","Financial - Capital Markets","1.027","104.99","0.4","1942440","NASDAQ Global Select","NASDAQ","US","false","false","true",
"SW","Smurfit WestRock plc","24688633572","null","null","1.057","47.69","1.63","5093906","New York Stock Exchange","NYSE","null","false","false","true",
"GIB","CGI Inc.","24676946843","Technology","Information Technology Services","0.813","107.88","0","140749","New York Stock Exchange","NYSE","CA","false","false","true",
"FTV","Fortive Corporation","24638509710","Technology","Hardware, Equipment & Parts","1.165","69.99","0.32","3698713","New York Stock Exchange","NYSE","US","false","false","true",
"VOD","Vodafone Group Public Limited Company","24637620600","Communication Services","Telecommunications Services","0.522","9.27","0.97","3826495","NASDAQ Global Select","NASDAQ","GB","false","false","true",
"JRSXX","Edward Jones Money Market Fund - Retirement Shares","24634699776","Financial Services","Asset Management","null","1","0","0","NASDAQ","NASDAQ","null","false","true","true",
"JNSXX","Edward Jones Money Market Fund - Investment Shares","24634699776","null","null","null","1","0","0","Nasdaq","NASDAQ","null","false","true","true",
"ML.PA","Compagnie Générale des Établissements Michelin Société en commandite par actions","24630312990","Consumer Cyclical","Auto - Parts","0","36.12","1.35","2610075","Paris","EURONEXT","FR","false","false","true",
"BR","Broadridge Financial Solutions, Inc.","24589712600","Technology","Information Technology Services","1.052","208.07","3.2","385448","New York Stock Exchange","NYSE","US","false","false","true",
"VLTO","Veralto Corporation","24588406760","Industrials","Industrial - Pollution & Treatment Controls","1.55","99.61","0.36","1382528","New York Stock Exchange","NYSE","US","false","false","true",
"JHNBX","John Hancock Bond Fund Class A","24569823183","Financial Services","Asset Management - Bonds","1.06","13.44","0.4439999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"JBFRX","John Hancock Bond Fund Class R4","24569741512","Financial Services","Asset Management - Bonds","1.06","13.46","0.4629999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"JHBIX","John Hancock Bond Fund Class I","24551514826","Financial Services","Asset Management - Bonds","1.06","13.44","0.4789999999999999","0","NASDAQ","NASDAQ","null","false","true","true",
"DTG","DTE Energy Company 2021 Series ","24546372415","Utilities","Regulated Electric","0","20.12","1.09376","16843","New York Stock Exchange","NYSE","US","false","false","true",
"DTW","DTE Energy Company JR SUB DB 2017 E","24545706214","Utilities","Regulated Electric","0.4467896","23.58","1.31249","20633","New York Stock Exchange","NYSE","US","false","false","true",
"RJF","Raymond James Financial, Inc.","24460758770","Financial Services","Financial - Capital Markets","1.033","118.01","1.8","2219676","New York Stock Exchange","NYSE","US","false","false","true",
"DTE","DTE Energy Company","24457884030","Utilities","Regulated Electric","0.668","118.19","4.08","1021032","New York Stock Exchange","NYSE","US","false","false","true",
"VST","Vistra Corp.","24454234800","Utilities","Independent Power Producers","1.066","70.38","0.87","10261878","New York Stock Exchange","NYSE","US","false","false","true",
"DTB","DTE Energy Company 2020 Series ","24437148768","Utilities","Regulated Electric","0.72899276","19.72","1.09376","11689","New York Stock Exchange","NYSE","US","false","false","true",
"CHD","Church & Dwight Co., Inc.","24415621550","Consumer Defensive","Household & Personal Products","0.523","99.85","1.14","1120402","New York Stock Exchange","NYSE","US","false","false","true",
"PUB.PA","Publicis Groupe S.A.","24385370159","Communication Services","Advertising Agencies","0.987","97.48","3.4","353094","Paris","EURONEXT","FR","false","false","true",
"VWEHX","Vanguard High Yield Corporate Fund","24350242815","Financial Services","Asset Management","0.88","5.41","0.267","0","NASDAQ","NASDAQ","null","false","true","true",
"VWEAX","Vanguard High-Yield Corporate Fund Admiral Shares","24350242815","Financial Services","Asset Management","0.88","5.41","0.272","0","NASDAQ","NASDAQ","null","false","true","true",
"IBFFX","American Funds Int Bond Fd of America Cl F-1 Shs","24310560766","Financial Services","Asset Management - Bonds","0.61","12.46","0.387","0","NASDAQ","NASDAQ","null","false","true","true",
"TRRDX","T. Rowe Price Retirement 2040 Fund","24265520330","Financial Services","Asset Management","1.2","30.12","0.415","0","NASDAQ","NASDAQ","US","false","true","true",
"RRTDX","T. Rowe Price Retirement 2040 Fund Class R","24255908750","Financial Services","Asset Management","1.2","29.3","0.291","0","NASDAQ","NASDAQ","US","false","true","true",
"VWNDX","Vanguard Windsor Fund","24210494214","Financial Services","Asset Management","0.85","22.64","0.248826","0","NASDAQ","NASDAQ","US","false","true","true",
"PEMGX","Principal MidCap A","24209094648","","","1.11","40.79","0","0","Nasdaq","NASDAQ","null","false","true","true",
"LR.PA","Legrand SA","24201998543","Industrials","Electrical Equipment & Parts","0.886","92.58","2.09","335048","Paris","EURONEXT","FR","false","false","true",
"GIBLX","Guggenheim Total Return Bond Fund Class P","24200398445","Financial Services","Asset Management - Bonds","1.04","23.51","0.8599999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"GIBCX","Guggenheim Total Return Bond Fund Class C","24200380915","Financial Services","Asset Management - Bonds","1.04","23.52","0.7872309999999998","0","NASDAQ","NASDAQ","US","false","true","true",
"GIBIX","Guggenheim Total Return Bond Fund","24200345869","Financial Services","Asset Management - Bonds","1.05","23.54","0.9991969999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"VSBSX","Vanguard Short-Term Treasury Index Fund Admiral Shares","24199120894","Financial Services","Asset Management - Leveraged","0.25","19.42","0.6270000000000001","0","NASDAQ","NASDAQ","null","false","true","true",
"GIBAX","Guggenheim Total Return Bond Fund Class A","24190091638","Financial Services","Asset Management - Bonds","1.05","23.51","0.9456959999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"PUK","Prudential plc","24174217500","Financial Services","Insurance - Life","1.262","17.7","0.41","589955","New York Stock Exchange","NYSE","GB","false","false","true",
"IVN.TO","Ivanhoe Mines Ltd.","24021164200","Basic Materials","Industrial Materials","1.976","17.86","0","3258764","Toronto Stock Exchange","TSX","CA","false","false","true",
"PHG","Koninklijke Philips N.V.","24014016525","Healthcare","Medical - Devices","0.691","25.75","0.9154","542518","New York Stock Exchange","NYSE","NL","false","false","true",
"DFLVX","DFA U.S. Large Cap Value Portfolio  (The)","23978149537","","","0.88","48.89","0.653","0","NASDAQ","NASDAQ","null","false","true","true",
"TYL","Tyler Technologies, Inc.","23959224002","Technology","Software - Application","0.758","564.34","0","622618","New York Stock Exchange","NYSE","US","false","false","true",
"FNV","Franco-Nevada Corporation","23886452470","Basic Materials","Gold","0.655","124.21","1.44","464220","New York Stock Exchange","NYSE","CA","false","false","true",
"BAM.TO","Brookfield Asset Management Ltd.","23830494039","Financial Services","Asset Management","1.7861388","57.35","2.08","596545","Toronto Stock Exchange","TSX","CA","false","false","true",
"ETR","Entergy Corporation","23792292540","Utilities","Regulated Electric","0.706","111.42","4.52","1406793","New York Stock Exchange","NYSE","US","false","false","true",
"KEYS","Keysight Technologies, Inc.","23718104710","Technology","Hardware, Equipment & Parts","0.949","135.89","0","1228437","New York Stock Exchange","NYSE","US","false","false","true",
"PRFDX","T. Rowe Price Equity Income Fd","23627935017","Financial Services","Asset Management - Income","0.79","36.6","0.363","0","NASDAQ","NASDAQ","null","false","true","true",
"CAH","Cardinal Health, Inc.","23604077970","Healthcare","Medical - Distribution","0.622","96.91","2.02","1568315","New York Stock Exchange","NYSE","US","false","false","true",
"JRARX","Janus Henderson Research Fund Class R","23515465726","Financial Services","Asset Management","1.14","75.38","0","0","NASDAQ","NASDAQ","null","false","true","true",
"JRAIX","Janus Henderson Research Fund","23515465702","Financial Services","Asset Management","1.15","78.22","0.052","0","NASDAQ","NASDAQ","null","false","true","true",
"TU","TELUS Corporation","23460060000","Communication Services","Telecommunications Services","0.698","15.83","1.13","1684937","New York Stock Exchange","NYSE","CA","false","false","true",
"AXON","Axon Enterprise, Inc.","23455960432","Industrials","Aerospace & Defense","0.952","310.81","0","344204","NASDAQ Global Select","NASDAQ","US","false","false","true",
"AFTFX","American Fds, The Tax-Exempt  Bond Fund of America, Class F-1 Shs","23433859065","Financial Services","Asset Management - Bonds","0.95","12.43","0.28800000000000003","0","NASDAQ","NASDAQ","null","false","true","true",
"PRJIX","T. Rowe Price New Horizons Fund I Class","23421818534","Financial Services","Asset Management","1","56.74","0","0","NASDAQ","NASDAQ","US","false","true","true",
"TECK","Teck Resources Limited","23331266700","Basic Materials","Industrial Materials","1.387","45.7","0.37","2952655","New York Stock Exchange","NYSE","CA","false","false","true",
"VGSTX","Vanguard STAR Fund","23313664015","Financial Services","Asset Management","1.12","28.08","0.386","0","NASDAQ","NASDAQ","null","false","true","true",
"FE","FirstEnergy Corp.","23279622200","Utilities","Regulated Electric","0.476","40.45","1.7","2021896","New York Stock Exchange","NYSE","US","false","false","true",
"JRAAX","Janus Henderson Research Fund Class A","23277235158","Financial Services","Asset Management","1.14","77.19","0","0","NASDAQ","NASDAQ","null","false","true","true",
"JAMRX","Janus Henderson Research Fund - T Shares","23274571191","Financial Services","Asset Management","1.14","78.26","0","0","NASDAQ","NASDAQ","null","false","true","true",
"PRNHX","T. Rowe Price New Horizons Fund","23269085716","Financial Services","Asset Management","1","56.37","0","0","NASDAQ","NASDAQ","US","false","true","true",
"KB","KB Financial Group Inc.","23268208545","Financial Services","Banks - Regional","0.687","60.79","2.47","268643","New York Stock Exchange","NYSE","KR","false","false","true",
"FMX","Fomento Económico Mexicano, S.A.B. de C.V.","23261268150","Consumer Defensive","Beverages - Alcoholic","0.375","108.27","2.13","725149","New York Stock Exchange","NYSE","MX","false","false","true",
"OWLSX","Old Westbury Large Cap Strategies","23158949691","null","null","1.02","19.48","0","0","Nasdaq","NASDAQ","null","false","true","null",
"TROSX","T. Rowe Price Overseas Stock Fund","23150335996","Financial Services","Asset Management","1.05","13.05","0.284","0","NASDAQ","NASDAQ","null","false","true","true",
"FSLR","First Solar, Inc.","23141193790","Energy","Solar","1.441","216.19","0","1619853","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FMAGX","Fidelity Magellan","23092518534","","","1.12","14.13","0.045","0","NASDAQ","NASDAQ","US","false","true","true",
"VHCAX","Vanguard Capital Opportunity Fund","22946981762","Financial Services","Asset Management","0.93","196.41","1.37","0","NASDAQ","NASDAQ","US","false","true","true",
"ZBH","Zimmer Biomet Holdings, Inc.","22761745920","Healthcare","Medical - Devices","1.013","110.64","0.96","1600226","New York Stock Exchange","NYSE","US","false","false","true",
"VHCOX","Vanguard Capital Opportunity Fund Investor Shares","22730576528","Financial Services","Asset Management","0.93","85.08","0.544","0","NASDAQ","NASDAQ","US","false","true","true",
"VSGIX","Vanguard Small Cap Growth Index I","22695277140","","","1.12","72.1","0.266","0","Nasdaq","NASDAQ","null","false","true","true",
"SBAC","SBA Communications Corporation","22677994010","Real Estate","REIT - Specialty","0.643","211.07","3.92","1340204","NASDAQ Global Select","NASDAQ","US","false","false","true",
"ROL","Rollins, Inc.","22628067900","Consumer Cyclical","Personal Products & Services","0.699","46.73","0.6","3335562","New York Stock Exchange","NYSE","US","false","false","true",
"NHMCX","Nuveen High Yield Municipal Bond Fund Class C2","22624468986","Financial Services","Asset Management - Bonds","2.11","18.34","0","0","NASDAQ","NASDAQ","US","false","true","false",
"BBD","Banco Bradesco S.A.","22575155006","Financial Services","Banks - Regional","0.675","2.21","0.15","24234668","New York Stock Exchange","NYSE","BR","false","false","true",
"STE","STERIS plc","22495034192","Healthcare","Medical - Devices","0.827","227.56","2.08","345247","New York Stock Exchange","NYSE","IE","false","false","true",
"TFA.BR","Telefónica, S.A.","22426793626","Communication Services","Telecommunications Services","0.6509","3.9","0.3","204","Brussels","EURONEXT","ES","false","false","false",
"ES","Eversource Energy","22403418000","Utilities","Regulated Electric","0.604","63.6","2.86","3231404","New York Stock Exchange","NYSE","US","false","false","true",
"BRHYX","BlackRock High Yield Bond K","22387589119","null","null","0.85","7.1","0.4589999999999999","0","Nasdaq","NASDAQ","null","false","true","true",
"BHYIX","BlackRock High Yield Bond Instl","22387589119","","","0.86","7.1","0.4528429999999999","0","Nasdaq","NASDAQ","null","false","true","true",
"TRGOX","T. Rowe Price Large-Cap Growth Fund","22379151828","Financial Services","Asset Management","1.08","76.44","0","0","NASDAQ","NASDAQ","null","false","true","true",
"ASX","ASE Technology Holding Co., Ltd.","22375574620","Technology","Semiconductors","1.083","10.36","0.32","11413234","New York Stock Exchange","NYSE","TW","false","false","true",
"GQGPX","GQG PARTNERS EMERGING MARKETS EQUITY FUND Investor Shares","22348781551","","","0.76","17.78","0.399","0","NASDAQ","NASDAQ","null","false","true","true",
"PHIA.AS","Koninklijke Philips N.V.","22326040994","Healthcare","Medical - Devices","0.691","23.94","0.85","1433461","Amsterdam","EURONEXT","NL","false","false","true",
"JVMIX","John Hancock Fds III Disciplined Value Mid Cap Fd Class I","22292380573","","","0.91","29.35","0.259","0","NASDAQ","NASDAQ","null","false","true","true",
"PARKX","T. Rowe Price Retirement 2035 Fund Advisor Class","22141300720","Financial Services","Asset Management","1.13","20.64","0.278","0","NASDAQ","NASDAQ","US","false","true","true",
"TRRJX","T. Rowe Price Retirement 2035 Fund","22109458004","Financial Services","Asset Management","1.13","20.83","0.322","0","NASDAQ","NASDAQ","US","false","true","true",
"WY","Weyerhaeuser Company","22096505270","Real Estate","REIT - Specialty","1.41","30.31","0.8","3321140","New York Stock Exchange","NYSE","US","false","false","true",
"JVMRX","John Hancock Funds Disciplined Value Mid Cap Fund","22094901236","Financial Services","Asset Management","0.91","29.36","0.287","0","NASDAQ","NASDAQ","null","false","true","true",
"JVMAX","John Hancock Fds III Disciplined Value Mid Cap Fd Cl A","22094901224","","","0.91","27.82","0.195","0","NASDAQ","NASDAQ","US","false","true","true",
"PBA","Pembina Pipeline Corporation","22085964520","Energy","Oil & Gas Midstream","1.49","38.11","2.01","731632","New York Stock Exchange","NYSE","CA","false","false","true",
"SNAP","Snap Inc.","22071983400","Communication Services","Internet Content & Information","1.033","13.45","0","18675223","New York Stock Exchange","NYSE","US","false","false","true",
"DLTR","Dollar Tree, Inc.","22059702720","Consumer Defensive","Discount Stores","0.886","102.63","0","2330255","NASDAQ Global Select","NASDAQ","US","false","false","true",
"RFKTX","American Funds 2055 Trgt Date Retire R6","22001029113","","","1.24","25.79","0.349","0","Nasdaq","NASDAQ","null","false","true","true",
"CAJ","Canon Inc.","21965481646","Technology","Computer Hardware","0.45086","21.63","0.9","933985","New York Stock Exchange","NYSE","JP","false","false","false",
"EC","Ecopetrol S.A.","21956317800","Energy","Oil & Gas Integrated","0.738","10.68","3","1541105","New York Stock Exchange","NYSE","CO","false","false","true",
"BEP-UN.TO","Brookfield Renewable Partners L.P.","21944482322","Utilities","Renewable Utilities","0.892","33.24","1.95","129808","Toronto Stock Exchange","TSX","BM","false","false","true",
"FAJTX","American Funds 2055 Target Date Retirement Fd Cl F-1","21931570455","Financial Services","Asset Management","1.24","25.26","0.271","0","NASDAQ","NASDAQ","null","false","true","true",
"ERIC","Telefonaktiebolaget LM Ericsson (publ)","21858854092","Technology","Communication Equipment","0.395","6.545","0.25","18795456","NASDAQ Global Select","NASDAQ","SE","false","false","true",
"STX","Seagate Technology Holdings plc","21830456440","Technology","Computer Hardware","1.045","103.96","2.8","4175596","NASDAQ Global Select","NASDAQ","IE","false","false","true",
"HBAN","Huntington Bancshares Incorporated","21825705000","Financial Services","Banks - Regional","1.08","15.06","0.62","17325640","NASDAQ Global Select","NASDAQ","US","false","false","true",
"OAKMX","Oakmark Fund Investor Class","21801567737","Financial Services","Asset Management","1.01","145.54","1.349","0","NASDAQ","NASDAQ","null","false","true","true",
"FLT","FLEETCOR Technologies, Inc.","21790322736","Technology","Software - Infrastructure","1.223","303.26","0","334906","New York Stock Exchange","NYSE","US","false","false","false",
"VEXRX","Vanguard Explorer Fund","21737224167","Financial Services","Asset Management","1.04","109.88","0.64","0","NASDAQ","NASDAQ","null","false","true","true",
"VEXPX","Vanguard Explorer Fd","21736022365","","","1.04","118.12","0.579","0","NASDAQ","NASDAQ","null","false","true","true",
"WDC","Western Digital Corporation","21710647250","Technology","Computer Hardware","1.367","66.49","0","13585200","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FZROX","Fidelity ZERO Total Market Index Fund","21696294156","Financial Services","Asset Management","1.01","18.82","0.226","0","NASDAQ","NASDAQ","US","false","true","true",
"LCEFX","Invesco Diversified Dividend Fund","21694821107","Financial Services","Asset Management","0.73","18.88","0.28900000000000003","0","NASDAQ","NASDAQ","null","false","true","true",
"QSR","Restaurant Brands International Inc.","21694313740","Consumer Cyclical","Restaurants","0.934","68.57","2.32","1848970","New York Stock Exchange","NYSE","CA","false","false","true",
"FBIFX","Fidelity Freedom Index 2040 Fund - Investor Class","21615355622","Financial Services","Asset Management","1.26","24.06","0.454","0","NASDAQ","NASDAQ","US","false","true","true",
"VTCLX","Vanguard Tax-Managed Capital Appreciation Fund","21605607199","Financial Services","Asset Management","1.01","277.63","1.62115","0","NASDAQ","NASDAQ","US","false","true","true",
"PPL","PPL Corporation","21556792020","Utilities","Regulated Electric","0.83","29.22","1.03","4335565","New York Stock Exchange","NYSE","US","false","false","true",
